Value of variables for instance: 10att48
Variable X[i][j]
w[40][40] = 1
w[42][42] = 1
w[44][43] = 1
w[44][44] = 1
w[45][45] = 1
w[46][46] = 1
w[48][48] = 1
w[48][52] = 1
w[49][49] = 1
w[50][50] = 1
w[53][53] = 1
w[54][54] = 1
w[56][56] = 1
w[57][57] = 1
w[57][99] = 1
w[59][59] = 1
w[60][60] = 1
w[61][58] = 1
w[61][61] = 1
w[62][62] = 1
w[63][63] = 1
w[64][64] = 1
w[67][67] = 1
w[68][68] = 1
w[69][69] = 1
w[70][70] = 1
w[71][7] = 1
w[71][71] = 1
w[72][66] = 1
w[72][72] = 1
w[73][73] = 1
w[74][74] = 1
w[76][75] = 1
w[76][76] = 1
w[77][77] = 1
w[78][78] = 1
w[79][79] = 1
w[80][80] = 1
w[81][81] = 1
w[81][82] = 1
w[83][83] = 1
w[84][84] = 1
w[85][85] = 1
w[86][86] = 1
w[86][87] = 1
w[88][88] = 1
w[89][89] = 1
w[90][90] = 1
w[91][91] = 1
w[91][98] = 1
w[92][92] = 1
w[93][93] = 1
w[94][94] = 1
w[95][95] = 1
w[96][96] = 1
w[97][97] = 1
w[100][100] = 1
w[101][101] = 1
w[102][102] = 1
w[103][103] = 1
w[104][104] = 1
w[104][113] = 1
w[105][14] = 1
w[105][105] = 1
w[106][106] = 1
w[107][107] = 1
w[108][108] = 1
w[109][109] = 1
w[111][110] = 1
w[111][111] = 1
w[112][65] = 1
w[112][112] = 1
w[115][115] = 1
w[116][116] = 1
w[117][47] = 1
w[117][117] = 1
w[118][118] = 1
w[119][9] = 1
w[119][119] = 1
w[120][120] = 1
w[121][121] = 1
w[122][122] = 1
w[123][51] = 1
w[123][55] = 1
w[123][123] = 1
w[124][124] = 1
w[125][125] = 1
w[126][126] = 1

Variable f[i][j]
f[0][14] = 26
f[3][24] = 20
f[5][18] = 15
f[7][25] = 23
f[10][21] = 2
f[11][23] = 17
f[12][1] = 1
f[12][17] = 12
f[14][7] = 24
f[14][20] = 1
f[15][4] = 1
f[15][8] = 1
f[15][16] = 7
f[16][19] = 6
f[17][9] = 1
f[17][15] = 10
f[18][12] = 14
f[19][2] = 1
f[19][10] = 3
f[19][13] = 1
f[21][22] = 1
f[23][5] = 16
f[24][6] = 1
f[24][11] = 18
f[25][26] = 22
f[26][3] = 21

Value of variables for instance: 28gr137
Variable X[i][j]
X[0][2] = 1
X[1][0] = 1
X[2][3] = 1
X[3][4] = 1
X[4][17] = 1
X[5][8] = 1
X[6][5] = 1
X[7][9] = 1
X[8][7] = 1
X[9][29] = 1
X[11][12] = 1
X[12][13] = 1
X[13][14] = 1
X[14][44] = 1
X[17][18] = 1
X[18][6] = 1
X[20][1] = 1
X[21][20] = 1
X[22][21] = 1
X[24][22] = 1
X[28][35] = 1
X[29][28] = 1
X[31][32] = 1
X[32][33] = 1
X[33][34] = 1
X[34][39] = 1
X[35][36] = 1
X[36][40] = 1
X[37][31] = 1
X[39][43] = 1
X[40][11] = 1
X[41][42] = 1
X[42][37] = 1
X[43][48] = 1
X[44][45] = 1
X[45][46] = 1
X[46][47] = 1
X[47][41] = 1
X[48][49] = 1
X[49][50] = 1
X[50][73] = 1
X[51][24] = 1
X[52][51] = 1
X[53][52] = 1
X[54][55] = 1
X[55][53] = 1
X[58][54] = 1
X[59][58] = 1
X[61][59] = 1
X[62][61] = 1
X[63][62] = 1
X[64][63] = 1
X[65][64] = 1
X[66][65] = 1
X[67][66] = 1
X[68][67] = 1
X[69][68] = 1
X[70][69] = 1
X[73][74] = 1
X[74][75] = 1
X[75][76] = 1
X[76][81] = 1
X[79][84] = 1
X[80][79] = 1
X[81][85] = 1
X[82][134] = 1
X[83][82] = 1
X[84][83] = 1
X[85][80] = 1
X[87][70] = 1
X[88][87] = 1
X[90][88] = 1
X[92][90] = 1
X[93][92] = 1
X[94][93] = 1
X[96][94] = 1
X[97][96] = 1
X[98][97] = 1
X[99][98] = 1
X[100][99] = 1
X[102][100] = 1
X[103][102] = 1
X[109][111] = 1
X[110][109] = 1
X[111][112] = 1
X[112][113] = 1
X[113][115] = 1
X[115][103] = 1
X[117][110] = 1
X[118][117] = 1
X[119][118] = 1
X[120][119] = 1
X[121][120] = 1
X[122][121] = 1
X[128][122] = 1
X[129][128] = 1
X[130][129] = 1
X[131][130] = 1
X[132][131] = 1
X[133][132] = 1
X[134][133] = 1

Variable y[i][j]
y[26][25] = 1
y[27][26] = 1
y[44][15] = 1
y[51][27] = 1
y[94][91] = 1
y[98][136] = 1
y[101][125] = 1
y[102][101] = 1
y[109][107] = 1
y[113][114] = 1
y[114][104] = 1
y[124][126] = 1
y[125][124] = 1

Variable w[i][j]
w[1][1] = 1
w[2][2] = 1
w[3][3] = 1
w[4][4] = 1
w[5][5] = 1
w[6][6] = 1
w[7][7] = 1
w[8][8] = 1
w[8][10] = 1
w[9][9] = 1
w[11][11] = 1
w[12][12] = 1
w[13][13] = 1
w[14][14] = 1
w[15][15] = 1
w[15][16] = 1
w[17][17] = 1
w[18][18] = 1
w[20][19] = 1
w[20][20] = 1
w[21][21] = 1
w[22][22] = 1
w[24][24] = 1
w[25][23] = 1
w[25][25] = 1
w[26][26] = 1
w[27][27] = 1
w[28][28] = 1
w[29][29] = 1
w[29][30] = 1
w[31][31] = 1
w[32][32] = 1
w[33][33] = 1
w[34][34] = 1
w[35][35] = 1
w[36][36] = 1
w[37][37] = 1
w[37][38] = 1
w[39][39] = 1
w[40][40] = 1
w[41][41] = 1
w[42][42] = 1
w[43][43] = 1
w[44][44] = 1
w[45][45] = 1
w[46][46] = 1
w[47][47] = 1
w[48][48] = 1
w[49][49] = 1
w[49][71] = 1
w[49][72] = 1
w[50][50] = 1
w[51][51] = 1
w[52][52] = 1
w[53][53] = 1
w[54][54] = 1
w[55][55] = 1
w[55][56] = 1
w[58][57] = 1
w[58][58] = 1
w[58][60] = 1
w[59][59] = 1
w[61][61] = 1
w[62][62] = 1
w[63][63] = 1
w[64][64] = 1
w[65][65] = 1
w[66][66] = 1
w[67][67] = 1
w[68][68] = 1
w[69][69] = 1
w[70][70] = 1
w[73][73] = 1
w[74][74] = 1
w[75][75] = 1
w[76][76] = 1
w[76][77] = 1
w[79][78] = 1
w[79][79] = 1
w[80][80] = 1
w[81][81] = 1
w[81][86] = 1
w[82][82] = 1
w[83][83] = 1
w[84][84] = 1
w[85][85] = 1
w[87][87] = 1
w[88][88] = 1
w[88][89] = 1
w[90][90] = 1
w[91][91] = 1
w[92][92] = 1
w[93][93] = 1
w[94][94] = 1
w[94][95] = 1
w[96][96] = 1
w[97][97] = 1
w[98][98] = 1
w[99][99] = 1
w[100][100] = 1
w[101][101] = 1
w[102][102] = 1
w[103][103] = 1
w[104][104] = 1
w[104][105] = 1
w[107][106] = 1
w[107][107] = 1
w[109][108] = 1
w[109][109] = 1
w[110][110] = 1
w[111][111] = 1
w[112][112] = 1
w[113][113] = 1
w[114][114] = 1
w[115][115] = 1
w[115][116] = 1
w[117][117] = 1
w[118][118] = 1
w[119][119] = 1
w[120][120] = 1
w[121][121] = 1
w[122][122] = 1
w[122][123] = 1
w[124][124] = 1
w[125][125] = 1
w[126][126] = 1
w[126][127] = 1
w[128][128] = 1
w[129][129] = 1
w[130][130] = 1
w[131][131] = 1
w[132][132] = 1
w[133][133] = 1
w[134][134] = 1
w[136][135] = 1
w[136][136] = 1

Variable f[i][j]
f[0][25] = 28
f[3][28] = 19
f[4][2] = 1
f[4][21] = 1
f[5][10] = 16
f[6][18] = 1
f[6][26] = 1
f[6][27] = 8
f[8][24] = 25
f[10][20] = 15
f[11][22] = 21
f[12][5] = 17
f[13][4] = 3
f[15][8] = 26
f[16][19] = 5
f[17][7] = 1
f[17][11] = 22
f[19][13] = 4
f[20][1] = 1
f[20][23] = 13
f[22][3] = 20
f[23][6] = 11
f[23][14] = 1
f[24][17] = 24
f[25][15] = 27
f[27][9] = 1
f[27][16] = 6
f[28][12] = 18

Value of variables for instance: 28pr136
Variable X[i][j]
X[0][5] = 1
X[1][7] = 1
X[2][9] = 1
X[5][16] = 1
X[7][0] = 1
X[8][14] = 1
X[9][8] = 1
X[13][2] = 1
X[14][15] = 1
X[15][1] = 1
X[16][18] = 1
X[18][30] = 1
X[20][13] = 1
X[23][20] = 1
X[26][31] = 1
X[27][26] = 1
X[30][27] = 1
X[31][36] = 1
X[32][23] = 1
X[34][45] = 1
X[35][32] = 1
X[36][49] = 1
X[37][39] = 1
X[38][63] = 1
X[39][38] = 1
X[40][50] = 1
X[41][40] = 1
X[43][35] = 1
X[44][47] = 1
X[45][44] = 1
X[46][34] = 1
X[47][43] = 1
X[49][53] = 1
X[50][37] = 1
X[53][65] = 1
X[55][46] = 1
X[60][41] = 1
X[62][64] = 1
X[63][62] = 1
X[64][71] = 1
X[65][60] = 1
X[67][55] = 1
X[68][67] = 1
X[69][81] = 1
X[71][73] = 1
X[72][97] = 1
X[73][72] = 1
X[74][95] = 1
X[76][77] = 1
X[77][69] = 1
X[78][79] = 1
X[79][90] = 1
X[80][68] = 1
X[81][78] = 1
X[83][85] = 1
X[85][74] = 1
X[89][80] = 1
X[90][101] = 1
X[92][93] = 1
X[93][76] = 1
X[95][98] = 1
X[96][83] = 1
X[97][96] = 1
X[98][105] = 1
X[100][92] = 1
X[101][89] = 1
X[103][100] = 1
X[105][117] = 1
X[110][127] = 1
X[112][103] = 1
X[115][112] = 1
X[116][121] = 1
X[117][119] = 1
X[119][130] = 1
X[120][116] = 1
X[121][110] = 1
X[122][115] = 1
X[125][122] = 1
X[126][133] = 1
X[127][126] = 1
X[128][134] = 1
X[129][128] = 1
X[130][135] = 1
X[133][125] = 1
X[134][120] = 1
X[135][129] = 1

Variable y[i][j]
y[3][11] = 1
y[4][29] = 1
y[5][4] = 1
y[12][3] = 1
y[21][12] = 1
y[22][33] = 1
y[23][22] = 1
y[33][21] = 1
y[38][51] = 1
y[42][59] = 1
y[43][42] = 1
y[47][54] = 1
y[54][66] = 1
y[66][58] = 1
y[70][82] = 1
y[72][84] = 1
y[74][75] = 1
y[75][70] = 1
y[82][86] = 1
y[86][99] = 1
y[93][87] = 1
y[112][113] = 1
y[113][102] = 1
y[124][132] = 1
y[125][124] = 1
y[130][131] = 1
y[132][123] = 1

Variable w[i][j]
w[1][1] = 1
w[2][2] = 1
w[2][10] = 1
w[3][3] = 1
w[4][4] = 1
w[4][17] = 1
w[5][5] = 1
w[7][7] = 1
w[8][8] = 1
w[8][25] = 1
w[9][9] = 1
w[11][11] = 1
w[12][12] = 1
w[13][13] = 1
w[14][14] = 1
w[15][15] = 1
w[16][6] = 1
w[16][16] = 1
w[18][18] = 1
w[20][20] = 1
w[20][24] = 1
w[21][21] = 1
w[22][22] = 1
w[23][23] = 1
w[26][26] = 1
w[27][27] = 1
w[29][29] = 1
w[30][28] = 1
w[30][30] = 1
w[31][19] = 1
w[31][31] = 1
w[32][32] = 1
w[33][33] = 1
w[34][34] = 1
w[35][35] = 1
w[36][36] = 1
w[37][37] = 1
w[38][38] = 1
w[39][39] = 1
w[40][40] = 1
w[41][41] = 1
w[42][42] = 1
w[43][43] = 1
w[44][44] = 1
w[45][45] = 1
w[46][46] = 1
w[47][47] = 1
w[49][49] = 1
w[50][50] = 1
w[50][52] = 1
w[51][51] = 1
w[53][53] = 1
w[54][54] = 1
w[55][55] = 1
w[58][58] = 1
w[59][48] = 1
w[59][59] = 1
w[60][60] = 1
w[60][61] = 1
w[62][62] = 1
w[63][63] = 1
w[64][64] = 1
w[65][65] = 1
w[66][57] = 1
w[66][66] = 1
w[67][56] = 1
w[67][67] = 1
w[68][68] = 1
w[69][69] = 1
w[70][70] = 1
w[71][71] = 1
w[72][72] = 1
w[73][73] = 1
w[74][74] = 1
w[75][75] = 1
w[76][76] = 1
w[77][77] = 1
w[78][78] = 1
w[79][79] = 1
w[80][80] = 1
w[81][81] = 1
w[81][88] = 1
w[82][82] = 1
w[83][83] = 1
w[84][84] = 1
w[85][85] = 1
w[86][86] = 1
w[87][87] = 1
w[89][89] = 1
w[90][90] = 1
w[90][91] = 1
w[92][92] = 1
w[93][93] = 1
w[95][94] = 1
w[95][95] = 1
w[96][96] = 1
w[97][97] = 1
w[98][98] = 1
w[99][99] = 1
w[100][100] = 1
w[101][101] = 1
w[102][102] = 1
w[102][114] = 1
w[103][103] = 1
w[103][111] = 1
w[105][105] = 1
w[105][107] = 1
w[105][108] = 1
w[110][110] = 1
w[112][112] = 1
w[113][113] = 1
w[115][115] = 1
w[116][104] = 1
w[116][109] = 1
w[116][116] = 1
w[117][117] = 1
w[119][119] = 1
w[120][120] = 1
w[121][121] = 1
w[122][122] = 1
w[123][123] = 1
w[124][124] = 1
w[125][125] = 1
w[126][126] = 1
w[127][127] = 1
w[128][128] = 1
w[129][129] = 1
w[130][130] = 1
w[131][106] = 1
w[131][118] = 1
w[131][131] = 1
w[132][132] = 1
w[133][133] = 1
w[134][134] = 1
w[135][135] = 1

Variable f[i][j]
f[0][18] = 28
f[3][15] = 2
f[3][19] = 1
f[4][16] = 1
f[4][20] = 16
f[5][11] = 24
f[6][14] = 9
f[6][23] = 1
f[9][21] = 7
f[10][17] = 14
f[11][22] = 1
f[11][24] = 22
f[13][4] = 18
f[13][25] = 1
f[14][9] = 8
f[15][7] = 1
f[17][1] = 1
f[17][6] = 11
f[17][28] = 1
f[18][2] = 1
f[18][26] = 26
f[20][10] = 15
f[21][3] = 4
f[21][12] = 1
f[21][27] = 1
f[24][8] = 1
f[24][13] = 20
f[26][5] = 25

Value of variables for instance: 29pr144
Variable X[i][j]
X[0][1] = 1
X[1][2] = 1
X[2][3] = 1
X[3][4] = 1
X[4][5] = 1
X[5][21] = 1
X[14][41] = 1
X[15][14] = 1
X[16][15] = 1
X[17][16] = 1
X[19][20] = 1
X[20][17] = 1
X[21][22] = 1
X[22][36] = 1
X[24][25] = 1
X[25][26] = 1
X[26][29] = 1
X[27][0] = 1
X[28][27] = 1
X[29][28] = 1
X[35][24] = 1
X[36][37] = 1
X[37][38] = 1
X[38][39] = 1
X[39][19] = 1
X[41][42] = 1
X[42][43] = 1
X[43][44] = 1
X[44][70] = 1
X[45][35] = 1
X[46][45] = 1
X[47][46] = 1
X[53][54] = 1
X[54][55] = 1
X[55][56] = 1
X[56][57] = 1
X[57][59] = 1
X[58][47] = 1
X[59][58] = 1
X[70][71] = 1
X[71][72] = 1
X[72][73] = 1
X[73][74] = 1
X[74][75] = 1
X[75][76] = 1
X[76][77] = 1
X[77][88] = 1
X[78][79] = 1
X[79][80] = 1
X[80][81] = 1
X[81][82] = 1
X[82][53] = 1
X[85][109] = 1
X[86][78] = 1
X[87][86] = 1
X[88][89] = 1
X[89][98] = 1
X[92][94] = 1
X[93][92] = 1
X[94][115] = 1
X[96][93] = 1
X[97][96] = 1
X[98][97] = 1
X[103][87] = 1
X[104][103] = 1
X[105][104] = 1
X[106][105] = 1
X[107][106] = 1
X[108][107] = 1
X[109][108] = 1
X[110][85] = 1
X[111][110] = 1
X[112][111] = 1
X[115][116] = 1
X[116][117] = 1
X[117][118] = 1
X[118][119] = 1
X[119][120] = 1
X[120][121] = 1
X[121][122] = 1
X[122][123] = 1
X[123][124] = 1
X[124][125] = 1
X[125][126] = 1
X[126][127] = 1
X[127][128] = 1
X[128][129] = 1
X[129][130] = 1
X[130][131] = 1
X[131][132] = 1
X[132][133] = 1
X[133][134] = 1
X[134][135] = 1
X[135][136] = 1
X[136][137] = 1
X[137][138] = 1
X[138][139] = 1
X[139][140] = 1
X[140][141] = 1
X[141][142] = 1
X[142][143] = 1
X[143][112] = 1

Variable y[i][j]
y[6][8] = 1
y[7][6] = 1
y[8][9] = 1
y[9][10] = 1
y[14][13] = 1
y[18][7] = 1
y[19][18] = 1
y[29][33] = 1
y[32][31] = 1
y[33][32] = 1
y[50][49] = 1
y[51][50] = 1
y[52][51] = 1
y[53][52] = 1
y[62][61] = 1
y[63][62] = 1
y[64][63] = 1
y[65][64] = 1
y[66][65] = 1
y[67][66] = 1
y[68][67] = 1
y[69][68] = 1
y[71][69] = 1
y[87][102] = 1
y[92][91] = 1
y[100][99] = 1
y[101][100] = 1
y[102][101] = 1

Variable w[i][j]
w[1][1] = 1
w[2][2] = 1
w[3][3] = 1
w[4][4] = 1
w[5][5] = 1
w[6][6] = 1
w[7][7] = 1
w[8][8] = 1
w[9][9] = 1
w[10][10] = 1
w[10][11] = 1
w[13][12] = 1
w[13][13] = 1
w[14][14] = 1
w[15][15] = 1
w[16][16] = 1
w[17][17] = 1
w[18][18] = 1
w[19][19] = 1
w[20][20] = 1
w[21][21] = 1
w[22][22] = 1
w[24][23] = 1
w[24][24] = 1
w[25][25] = 1
w[26][26] = 1
w[27][27] = 1
w[28][28] = 1
w[29][29] = 1
w[31][30] = 1
w[31][31] = 1
w[32][32] = 1
w[33][33] = 1
w[35][34] = 1
w[35][35] = 1
w[36][36] = 1
w[37][37] = 1
w[38][38] = 1
w[39][39] = 1
w[41][40] = 1
w[41][41] = 1
w[42][42] = 1
w[43][43] = 1
w[44][44] = 1
w[45][45] = 1
w[46][46] = 1
w[47][47] = 1
w[49][48] = 1
w[49][49] = 1
w[50][50] = 1
w[51][51] = 1
w[52][52] = 1
w[53][53] = 1
w[54][54] = 1
w[55][55] = 1
w[56][56] = 1
w[57][57] = 1
w[58][58] = 1
w[59][59] = 1
w[61][60] = 1
w[61][61] = 1
w[62][62] = 1
w[63][63] = 1
w[64][64] = 1
w[65][65] = 1
w[66][66] = 1
w[67][67] = 1
w[68][68] = 1
w[69][69] = 1
w[70][70] = 1
w[71][71] = 1
w[72][72] = 1
w[73][73] = 1
w[74][74] = 1
w[75][75] = 1
w[76][76] = 1
w[77][77] = 1
w[78][78] = 1
w[79][79] = 1
w[80][80] = 1
w[81][81] = 1
w[82][82] = 1
w[82][83] = 1
w[85][84] = 1
w[85][85] = 1
w[86][86] = 1
w[87][87] = 1
w[88][88] = 1
w[89][89] = 1
w[91][90] = 1
w[91][91] = 1
w[92][92] = 1
w[93][93] = 1
w[94][94] = 1
w[94][95] = 1
w[96][96] = 1
w[97][97] = 1
w[98][98] = 1
w[99][99] = 1
w[100][100] = 1
w[101][101] = 1
w[102][102] = 1
w[103][103] = 1
w[104][104] = 1
w[105][105] = 1
w[106][106] = 1
w[107][107] = 1
w[108][108] = 1
w[109][109] = 1
w[110][110] = 1
w[111][111] = 1
w[112][112] = 1
w[112][113] = 1
w[115][115] = 1
w[116][116] = 1
w[117][117] = 1
w[118][118] = 1
w[119][119] = 1
w[120][120] = 1
w[121][121] = 1
w[122][122] = 1
w[123][123] = 1
w[124][124] = 1
w[125][125] = 1
w[126][126] = 1
w[127][127] = 1
w[128][128] = 1
w[129][129] = 1
w[130][114] = 1
w[130][130] = 1
w[131][131] = 1
w[132][132] = 1
w[133][133] = 1
w[134][134] = 1
w[135][135] = 1
w[136][136] = 1
w[137][137] = 1
w[138][138] = 1
w[139][139] = 1
w[140][140] = 1
w[141][141] = 1
w[142][142] = 1
w[143][143] = 1

Variable f[i][j]
f[0][2] = 29
f[1][15] = 16
f[2][23] = 28
f[3][28] = 11
f[4][14] = 1
f[4][24] = 21
f[5][19] = 3
f[6][26] = 14
f[8][27] = 19
f[9][22] = 9
f[11][20] = 26
f[13][3] = 12
f[15][6] = 15
f[19][29] = 2
f[20][4] = 23
f[20][7] = 1
f[20][17] = 1
f[21][25] = 6
f[22][16] = 1
f[22][21] = 7
f[23][11] = 27
f[24][8] = 20
f[25][5] = 4
f[25][12] = 1
f[26][13] = 13
f[27][1] = 17
f[27][18] = 1
f[28][9] = 10
f[29][10] = 1

Value of variables for instance: 30kroA150
Variable X[i][j]
X[0][141] = 1
X[2][42] = 1
X[3][118] = 1
X[4][77] = 1
X[5][62] = 1
X[9][83] = 1
X[10][14] = 1
X[11][26] = 1
X[12][32] = 1
X[14][16] = 1
X[15][21] = 1
X[16][140] = 1
X[17][87] = 1
X[18][52] = 1
X[20][71] = 1
X[21][69] = 1
X[22][97] = 1
X[23][17] = 1
X[24][80] = 1
X[25][123] = 1
X[26][85] = 1
X[28][45] = 1
X[31][10] = 1
X[32][145] = 1
X[35][23] = 1
X[36][4] = 1
X[38][100] = 1
X[39][143] = 1
X[42][122] = 1
X[43][115] = 1
X[45][2] = 1
X[48][5] = 1
X[52][133] = 1
X[55][138] = 1
X[57][60] = 1
X[58][73] = 1
X[59][76] = 1
X[60][124] = 1
X[61][59] = 1
X[62][91] = 1
X[63][39] = 1
X[64][3] = 1
X[66][107] = 1
X[68][63] = 1
X[69][128] = 1
X[71][9] = 1
X[73][20] = 1
X[74][18] = 1
X[76][109] = 1
X[77][95] = 1
X[78][105] = 1
X[80][68] = 1
X[81][125] = 1
X[83][35] = 1
X[85][149] = 1
X[87][15] = 1
X[89][48] = 1
X[90][108] = 1
X[91][129] = 1
X[94][12] = 1
X[95][38] = 1
X[96][74] = 1
X[97][90] = 1
X[100][120] = 1
X[102][36] = 1
X[104][66] = 1
X[105][89] = 1
X[106][111] = 1
X[107][57] = 1
X[108][31] = 1
X[109][22] = 1
X[111][131] = 1
X[113][43] = 1
X[114][119] = 1
X[115][81] = 1
X[118][142] = 1
X[119][148] = 1
X[120][106] = 1
X[122][114] = 1
X[123][64] = 1
X[124][24] = 1
X[125][94] = 1
X[128][25] = 1
X[129][0] = 1
X[131][28] = 1
X[133][78] = 1
X[138][96] = 1
X[140][58] = 1
X[141][104] = 1
X[142][55] = 1
X[143][113] = 1
X[145][102] = 1
X[148][11] = 1
X[149][61] = 1

Variable y[i][j]
y[2][13] = 1
y[2][135] = 1
y[6][8] = 1
y[8][144] = 1
y[13][47] = 1
y[23][37] = 1
y[27][92] = 1
y[30][88] = 1
y[37][103] = 1
y[43][49] = 1
y[49][72] = 1
y[54][82] = 1
y[67][84] = 1
y[70][40] = 1
y[71][112] = 1
y[72][67] = 1
y[79][30] = 1
y[82][116] = 1
y[88][132] = 1
y[103][101] = 1
y[104][27] = 1
y[116][6] = 1
y[121][79] = 1
y[135][70] = 1
y[138][121] = 1
y[139][134] = 1
y[144][139] = 1
y[148][54] = 1

Variable w[i][j]
w[2][2] = 1
w[3][3] = 1
w[4][4] = 1
w[5][5] = 1
w[6][6] = 1
w[6][56] = 1
w[8][8] = 1
w[9][9] = 1
w[10][10] = 1
w[11][11] = 1
w[11][19] = 1
w[12][12] = 1
w[13][13] = 1
w[14][14] = 1
w[15][15] = 1
w[16][16] = 1
w[17][17] = 1
w[18][18] = 1
w[20][20] = 1
w[21][21] = 1
w[21][93] = 1
w[22][22] = 1
w[23][23] = 1
w[24][24] = 1
w[25][25] = 1
w[26][26] = 1
w[27][27] = 1
w[28][28] = 1
w[30][30] = 1
w[31][31] = 1
w[32][32] = 1
w[32][75] = 1
w[35][35] = 1
w[36][36] = 1
w[36][146] = 1
w[37][37] = 1
w[38][38] = 1
w[39][39] = 1
w[39][53] = 1
w[40][40] = 1
w[42][42] = 1
w[42][127] = 1
w[43][43] = 1
w[45][45] = 1
w[47][47] = 1
w[48][48] = 1
w[49][49] = 1
w[52][52] = 1
w[54][54] = 1
w[55][55] = 1
w[57][57] = 1
w[58][58] = 1
w[58][126] = 1
w[59][59] = 1
w[60][60] = 1
w[61][61] = 1
w[62][62] = 1
w[63][63] = 1
w[64][64] = 1
w[64][65] = 1
w[66][66] = 1
w[67][67] = 1
w[68][68] = 1
w[69][69] = 1
w[70][70] = 1
w[70][99] = 1
w[71][71] = 1
w[72][72] = 1
w[73][73] = 1
w[74][74] = 1
w[76][76] = 1
w[77][51] = 1
w[77][77] = 1
w[78][78] = 1
w[78][136] = 1
w[79][79] = 1
w[80][80] = 1
w[81][81] = 1
w[82][33] = 1
w[82][82] = 1
w[83][83] = 1
w[84][84] = 1
w[85][34] = 1
w[85][85] = 1
w[87][87] = 1
w[88][88] = 1
w[89][89] = 1
w[90][44] = 1
w[90][90] = 1
w[91][7] = 1
w[91][91] = 1
w[92][92] = 1
w[92][130] = 1
w[94][94] = 1
w[95][95] = 1
w[96][96] = 1
w[97][97] = 1
w[100][100] = 1
w[101][98] = 1
w[101][101] = 1
w[101][110] = 1
w[102][102] = 1
w[103][103] = 1
w[104][104] = 1
w[105][105] = 1
w[106][106] = 1
w[107][107] = 1
w[108][108] = 1
w[109][109] = 1
w[111][111] = 1
w[112][46] = 1
w[112][112] = 1
w[113][113] = 1
w[114][114] = 1
w[115][115] = 1
w[116][116] = 1
w[118][118] = 1
w[119][119] = 1
w[120][29] = 1
w[120][120] = 1
w[121][41] = 1
w[121][121] = 1
w[122][122] = 1
w[123][117] = 1
w[123][123] = 1
w[124][50] = 1
w[124][124] = 1
w[125][125] = 1
w[128][128] = 1
w[129][129] = 1
w[131][131] = 1
w[132][132] = 1
w[132][137] = 1
w[133][133] = 1
w[134][134] = 1
w[135][135] = 1
w[138][138] = 1
w[139][139] = 1
w[140][140] = 1
w[141][141] = 1
w[141][147] = 1
w[142][142] = 1
w[143][1] = 1
w[143][143] = 1
w[144][86] = 1
w[144][144] = 1
w[145][145] = 1
w[148][148] = 1
w[149][149] = 1

Variable f[i][j]
f[0][21] = 30
f[2][15] = 6
f[3][12] = 12
f[4][18] = 1
f[4][19] = 24
f[8][25] = 22
f[9][14] = 1
f[10][23] = 27
f[11][16] = 19
f[12][20] = 1
f[12][29] = 10
f[13][2] = 7
f[15][24] = 5
f[16][1] = 1
f[16][22] = 1
f[16][28] = 16
f[17][3] = 13
f[19][8] = 23
f[21][10] = 28
f[21][26] = 1
f[23][4] = 26
f[24][6] = 1
f[24][27] = 3
f[25][30] = 21
f[27][9] = 2
f[28][7] = 1
f[28][17] = 14
f[29][5] = 1
f[29][13] = 8
f[30][11] = 20

Value of variables for instance: 30kroB150
Variable X[i][j]
X[0][52] = 1
X[3][142] = 1
X[5][133] = 1
X[7][113] = 1
X[8][77] = 1
X[9][35] = 1
X[10][83] = 1
X[12][129] = 1
X[14][12] = 1
X[15][134] = 1
X[16][24] = 1
X[18][91] = 1
X[21][111] = 1
X[22][34] = 1
X[23][124] = 1
X[24][89] = 1
X[25][60] = 1
X[26][14] = 1
X[27][100] = 1
X[29][88] = 1
X[30][46] = 1
X[31][23] = 1
X[32][44] = 1
X[34][67] = 1
X[35][56] = 1
X[37][70] = 1
X[40][139] = 1
X[43][62] = 1
X[44][80] = 1
X[46][148] = 1
X[47][102] = 1
X[49][132] = 1
X[50][15] = 1
X[51][10] = 1
X[52][84] = 1
X[56][73] = 1
X[59][3] = 1
X[60][131] = 1
X[61][82] = 1
X[62][50] = 1
X[64][146] = 1
X[67][29] = 1
X[70][123] = 1
X[71][125] = 1
X[73][99] = 1
X[74][21] = 1
X[77][25] = 1
X[80][96] = 1
X[82][49] = 1
X[83][47] = 1
X[84][26] = 1
X[87][27] = 1
X[88][40] = 1
X[89][144] = 1
X[90][101] = 1
X[91][9] = 1
X[93][122] = 1
X[94][93] = 1
X[95][149] = 1
X[96][143] = 1
X[97][147] = 1
X[98][18] = 1
X[99][32] = 1
X[100][37] = 1
X[101][22] = 1
X[102][43] = 1
X[108][97] = 1
X[111][7] = 1
X[112][137] = 1
X[113][16] = 1
X[122][90] = 1
X[123][71] = 1
X[124][136] = 1
X[125][112] = 1
X[129][64] = 1
X[131][31] = 1
X[132][94] = 1
X[133][74] = 1
X[134][145] = 1
X[136][0] = 1
X[137][61] = 1
X[139][59] = 1
X[142][98] = 1
X[143][95] = 1
X[144][108] = 1
X[145][8] = 1
X[146][30] = 1
X[147][87] = 1
X[148][5] = 1
X[149][51] = 1

Variable y[i][j]
y[2][72] = 1
y[25][6] = 1
y[26][39] = 1
y[28][17] = 1
y[30][66] = 1
y[39][11] = 1
y[40][58] = 1
y[45][28] = 1
